accuracy	proportion	density	fuzziness	coverage	purity	sounds	missing	csetsize	clusters	props	patterns	predicted	predictable	removed
535	0.3849	0.3584	0.1693	0.8699	0.0243	0.6098	34.5000	0.3268	2.5569	120.0000	0.3399	359.0000	0.2264	334.0000	1475.0000
536	0.3754	0.3656	0.1813	0.8715	0.0299	0.6236	35.0000	0.3197	2.6298	103.0000	0.2968	355.0000	0.2454	362.0000	1475.0000
537	0.3329	0.3590	0.1549	0.8626	0.0237	0.6181	33.6250	0.3474	2.5030	101.0000	0.3146	326.0000	0.2224	328.0000	1475.0000
538	0.3524	0.3595	0.1638	0.8512	0.0276	0.5867	34.1250	0.3330	2.5643	114.0000	0.3413	341.0000	0.2163	319.0000	1475.0000
539	0.3713	0.3645	0.1635	0.8651	0.0273	0.6477	33.8750	0.2910	2.6677	102.0000	0.3045	344.0000	0.2183	322.0000	1475.0000
540	0.3876	0.3606	0.1834	0.8677	0.0268	0.6270	33.8750	0.3108	2.6837	107.0000	0.3204	342.0000	0.2251	332.0000	1475.0000
541	0.3142	0.3716	0.1917	0.8575	0.0295	0.6543	33.5000	0.2712	2.7381	110.0000	0.2926	380.0000	0.2563	378.0000	1475.0000
542	0.3666	0.3689	0.1689	0.8589	0.0276	0.6234	34.3750	0.2967	2.6504	111.0000	0.3058	371.0000	0.2366	349.0000	1475.0000
543	0.3827	0.3722	0.1882	0.8499	0.0287	0.6096	35.0000	0.2955	2.6348	112.0000	0.3085	372.0000	0.2339	345.0000	1475.0000
544	0.3468	0.3568	0.1570	0.8811	0.0246	0.6497	34.1250	0.3217	2.5487	99.0000	0.3163	319.0000	0.2088	308.0000	1475.0000
545	0.3361	0.3579	0.1628	0.8665	0.0277	0.6393	34.1250	0.3190	2.5103	105.0000	0.3026	352.0000	0.2298	339.0000	1475.0000
546	0.3300	0.3612	0.1799	0.8484	0.0279	0.6097	34.3750	0.3219	2.6199	111.0000	0.3144	362.0000	0.2515	371.0000	1475.0000
547	0.3552	0.3661	0.1953	0.8725	0.0298	0.5938	33.8750	0.3652	2.6273	125.0000	0.3333	384.0000	0.2583	381.0000	1475.0000
548	0.3463	0.3733	0.1735	0.8586	0.0254	0.6108	34.6250	0.3011	2.8783	115.0000	0.3506	333.0000	0.2061	304.0000	1475.0000
549	0.3315	0.3601	0.1707	0.8767	0.0275	0.6106	33.8750	0.3486	2.7788	100.0000	0.3165	323.0000	0.2115	312.0000	1475.0000
550	0.3501	0.3623	0.1718	0.8646	0.0289	0.6306	34.0000	0.2918	2.6303	105.0000	0.3134	341.0000	0.2237	330.0000	1475.0000
551	0.3598	0.3694	0.1682	0.8539	0.0250	0.6233	34.1250	0.3079	2.7039	104.0000	0.3059	346.0000	0.2244	331.0000	1475.0000
552	0.3606	0.3650	0.1676	0.8503	0.0269	0.6297	34.5000	0.3142	2.6375	109.0000	0.3273	338.0000	0.2244	331.0000	1475.0000
553	0.3094	0.3540	0.1674	0.8688	0.0280	0.6027	34.1250	0.3433	2.6507	110.0000	0.3254	344.0000	0.2271	335.0000	1475.0000
554	0.3288	0.3700	0.1750	0.8641	0.0253	0.6181	34.2500	0.3187	2.7209	108.0000	0.3243	339.0000	0.2041	301.0000	1475.0000
555	0.3752	0.3590	0.1651	0.8727	0.0276	0.6152	34.1250	0.3226	2.5701	108.0000	0.3158	347.0000	0.2129	314.0000	1475.0000
556	0.3626	0.3672	0.1796	0.8625	0.0279	0.6553	33.8750	0.3097	2.6250	108.0000	0.3000	368.0000	0.2278	336.0000	1475.0000
557	0.3279	0.3722	0.1669	0.8634	0.0239	0.6026	33.8750	0.3314	2.6529	106.0000	0.3292	326.0000	0.2305	340.0000	1475.0000
558	0.3529	0.3540	0.1586	0.8703	0.0255	0.6431	34.7500	0.3098	2.7352	96.0000	0.3158	309.0000	0.1946	287.0000	1475.0000
559	0.3558	0.3700	0.1658	0.8441	0.0256	0.5982	34.2500	0.3106	2.8051	111.0000	0.3405	334.0000	0.2122	313.0000	1475.0000
560	0.3728	0.3760	0.1779	0.8598	0.0292	0.6672	33.3750	0.2625	2.7940	99.0000	0.2829	356.0000	0.2271	335.0000	1475.0000
561	0.3470	0.3634	0.1731	0.8892	0.0288	0.6230	34.1250	0.2943	2.6772	105.0000	0.2983	354.0000	0.2142	316.0000	1475.0000
562	0.3710	0.3590	0.1710	0.8769	0.0281	0.6337	33.6250	0.2923	2.6103	101.0000	0.2971	346.0000	0.2244	331.0000	1475.0000
563	0.3667	0.3711	0.1690	0.8742	0.0252	0.6554	34.2500	0.3074	2.7043	105.0000	0.3134	340.0000	0.2041	301.0000	1475.0000
564	0.2986	0.3601	0.1640	0.8890	0.0255	0.6174	33.6250	0.3208	2.5559	105.0000	0.3097	350.0000	0.2244	331.0000	1475.0000
565	0.3926	0.3694	0.1819	0.8678	0.0286	0.6327	34.1250	0.2984	2.5867	111.0000	0.2952	384.0000	0.2542	375.0000	1475.0000
566	0.4015	0.3678	0.1694	0.8538	0.0272	0.6220	34.7500	0.2936	2.6076	111.0000	0.3208	350.0000	0.2332	344.0000	1475.0000
567	0.3234	0.3590	0.1724	0.8658	0.0261	0.6135	34.2500	0.3284	2.3972	105.0000	0.3009	356.0000	0.2407	355.0000	1475.0000
568	0.3786	0.3617	0.1766	0.8688	0.0300	0.6517	34.0000	0.2999	2.7784	106.0000	0.3064	352.0000	0.2264	334.0000	1475.0000
569	0.3592	0.3661	0.1793	0.8801	0.0318	0.6448	34.2500	0.2909	2.6833	113.0000	0.3148	368.0000	0.2312	341.0000	1475.0000
570	0.3845	0.3683	0.1662	0.8610	0.0301	0.6606	34.5000	0.2923	2.5452	108.0000	0.3068	354.0000	0.2176	321.0000	1475.0000
571	0.3806	0.3634	0.1776	0.8626	0.0268	0.6559	33.7500	0.3035	2.5495	105.0000	0.2949	363.0000	0.2468	364.0000	1475.0000
572	0.3082	0.3650	0.1707	0.8553	0.0281	0.6186	34.3750	0.3304	2.6000	103.0000	0.2901	362.0000	0.2373	350.0000	1475.0000
573	0.3085	0.3639	0.1699	0.8540	0.0251	0.5834	34.5000	0.3417	2.5868	109.0000	0.3344	331.0000	0.2264	334.0000	1475.0000
574	0.3178	0.3678	0.1731	0.8549	0.0289	0.6296	34.0000	0.3032	2.6512	106.0000	0.3099	350.0000	0.2197	324.0000	1475.0000
575	0.3725	0.3672	0.1600	0.8746	0.0261	0.6372	34.2500	0.2666	2.6773	100.0000	0.2967	341.0000	0.2122	313.0000	1475.0000
576	0.3577	0.3617	0.1653	0.8844	0.0244	0.6479	34.3750	0.3004	2.6753	100.0000	0.3106	327.0000	0.2088	308.0000	1475.0000
577	0.3558	0.3683	0.1685	0.8802	0.0266	0.6073	34.3750	0.3234	2.7406	106.0000	0.3193	341.0000	0.2353	347.0000	1475.0000
578	0.3506	0.3667	0.1755	0.8719	0.0290	0.6278	34.2500	0.3182	2.7768	105.0000	0.3097	347.0000	0.2400	354.0000	1475.0000
579	0.3589	0.3595	0.1775	0.8529	0.0288	0.6473	34.6250	0.2882	2.6305	105.0000	0.3221	330.0000	0.2312	341.0000	1475.0000
580	0.3697	0.3656	0.1646	0.8748	0.0278	0.5981	34.3750	0.3550	2.6025	111.0000	0.3190	358.0000	0.2183	322.0000	1475.0000
581	0.3549	0.3711	0.1749	0.8669	0.0305	0.6464	34.1250	0.2849	2.7664	109.0000	0.3097	358.0000	0.2176	321.0000	1475.0000
582	0.3350	0.3705	0.1772	0.8491	0.0258	0.6526	34.2500	0.2737	2.5361	103.0000	0.2747	379.0000	0.2441	360.0000	1475.0000
583	0.3571	0.3711	0.1736	0.8728	0.0278	0.6036	33.8750	0.3317	2.6366	109.0000	0.3244	341.0000	0.2258	333.0000	1475.0000
584	0.3550	0.3672	0.1657	0.8778	0.0238	0.6159	33.3750	0.3241	2.8249	101.0000	0.3355	306.0000	0.2285	337.0000	1475.0000
585	0.3681	0.3661	0.1864	0.8507	0.0291	0.6303	34.5000	0.2995	2.8122	109.0000	0.2922	378.0000	0.2454	362.0000	1475.0000
586	0.3944	0.3738	0.1807	0.8739	0.0260	0.7038	33.7500	0.2168	2.7327	103.0000	0.2791	376.0000	0.2258	333.0000	1475.0000
587	0.3335	0.3590	0.1614	0.8532	0.0260	0.6366	34.5000	0.3026	2.5263	104.0000	0.3142	339.0000	0.2190	323.0000	1475.0000
588	0.3335	0.3590	0.1819	0.8619	0.0279	0.6390	34.1250	0.2962	2.5602	109.0000	0.2986	373.0000	0.2590	382.0000	1475.0000
589	0.3448	0.3689	0.1646	0.8645	0.0252	0.6340	33.6250	0.2903	2.6987	105.0000	0.3079	347.0000	0.2047	302.0000	1475.0000
590	0.4021	0.3716	0.1809	0.8490	0.0286	0.6627	34.3750	0.2603	2.7697	101.0000	0.2813	362.0000	0.2237	330.0000	1475.0000
591	0.3277	0.3656	0.1436	0.8754	0.0229	0.6218	34.3750	0.3385	2.6338	109.0000	0.3273	338.0000	0.2203	325.0000	1475.0000
592	0.3844	0.3777	0.2003	0.8510	0.0288	0.6461	34.1250	0.2810	2.6860	125.0000	0.3189	397.0000	0.2569	379.0000	1475.0000
593	0.4130	0.3755	0.1868	0.8745	0.0289	0.6287	34.1250	0.2963	2.7155	113.0000	0.3201	358.0000	0.2312	341.0000	1475.0000
594	0.3290	0.3606	0.1656	0.8609	0.0264	0.6385	34.0000	0.2944	2.5714	107.0000	0.2923	372.0000	0.2278	336.0000	1475.0000
595	0.4086	0.3705	0.1909	0.8525	0.0328	0.6547	33.8750	0.2750	2.4790	108.0000	0.2791	393.0000	0.2420	357.0000	1475.0000
596	0.3806	0.3716	0.1655	0.8629	0.0267	0.6501	34.3750	0.2941	2.5723	102.0000	0.3119	332.0000	0.2251	332.0000	1475.0000
597	0.3156	0.3667	0.1819	0.8642	0.0283	0.6510	33.7500	0.2955	2.6005	108.0000	0.2951	373.0000	0.2495	368.0000	1475.0000
598	0.3564	0.3661	0.1749	0.8771	0.0268	0.6363	34.2500	0.2942	2.6419	100.0000	0.2849	354.0000	0.2556	377.0000	1475.0000
599	0.3639	0.3661	0.1633	0.8605	0.0266	0.6243	33.5000	0.2883	2.4939	101.0000	0.3033	341.0000	0.2224	328.0000	1475.0000
600	0.4050	0.3661	0.1735	0.8610	0.0309	0.6604	33.8750	0.2775	2.7403	110.0000	0.3107	361.0000	0.2271	335.0000	1475.0000
601	0.3622	0.3634	0.1717	0.8751	0.0261	0.6207	34.1250	0.3081	2.6269	106.0000	0.3055	354.0000	0.2271	335.0000	1475.0000
602	0.3607	0.3639	0.1781	0.8538	0.0301	0.6453	34.1250	0.2796	2.7642	106.0000	0.3011	357.0000	0.2271	335.0000	1475.0000
603	0.3785	0.3672	0.1743	0.8669	0.0295	0.6436	34.7500	0.3049	2.6364	110.0000	0.3143	352.0000	0.2237	330.0000	1475.0000
604	0.4198	0.3672	0.1774	0.8718	0.0313	0.6614	34.2500	0.3015	2.7025	104.0000	0.3077	344.0000	0.2210	326.0000	1475.0000
605	0.4304	0.3722	0.1693	0.8782	0.0284	0.6674	33.2500	0.2549	2.7204	94.0000	0.2789	342.0000	0.2231	329.0000	1475.0000
606	0.3490	0.3579	0.1770	0.8722	0.0283	0.5984	34.8750	0.3339	2.5465	112.0000	0.3085	365.0000	0.2332	344.0000	1475.0000
607	0.3643	0.3716	0.1833	0.8528	0.0304	0.6558	34.0000	0.2840	2.5541	104.0000	0.2873	364.0000	0.2508	370.0000	1475.0000
608	0.3898	0.3683	0.1725	0.8557	0.0291	0.6425	33.7500	0.2847	2.8868	103.0000	0.3038	341.0000	0.2156	318.0000	1475.0000
609	0.3577	0.3562	0.1668	0.8724	0.0275	0.6115	34.1250	0.3196	2.5908	98.0000	0.2961	339.0000	0.2353	347.0000	1475.0000
610	0.3245	0.3623	0.1581	0.8458	0.0259	0.6429	33.8750	0.2677	2.6625	105.0000	0.3125	342.0000	0.2169	320.0000	1475.0000
611	0.3866	0.3661	0.1802	0.8565	0.0273	0.6695	33.7500	0.2744	2.4860	109.0000	0.2954	377.0000	0.2427	358.0000	1475.0000
612	0.3925	0.3733	0.1672	0.8625	0.0280	0.6194	34.6250	0.3184	2.7214	111.0000	0.3333	339.0000	0.2312	341.0000	1475.0000
613	0.3548	0.3694	0.1688	0.8743	0.0244	0.6303	34.5000	0.3137	2.7708	108.0000	0.3450	320.0000	0.2041	301.0000	1475.0000
614	0.3576	0.3749	0.1746	0.8523	0.0276	0.6679	34.6250	0.2805	2.7677	96.0000	0.2824	344.0000	0.2393	353.0000	1475.0000
615	0.3669	0.3683	0.1934	0.8656	0.0307	0.6534	33.3750	0.2922	2.6603	105.0000	0.2869	375.0000	0.2495	368.0000	1475.0000
616	0.3590	0.3678	0.1838	0.8418	0.0320	0.6177	33.5000	0.3270	2.5182	115.0000	0.3034	385.0000	0.2603	384.0000	1475.0000
617	0.3504	0.3623	0.1572	0.8744	0.0248	0.6317	34.1250	0.3230	2.5728	96.0000	0.2840	347.0000	0.2142	316.0000	1475.0000
618	0.3699	0.3683	0.1816	0.8664	0.0276	0.6576	33.8750	0.2745	2.8139	101.0000	0.2936	347.0000	0.2149	317.0000	1475.0000
619	0.3345	0.3634	0.1597	0.8801	0.0270	0.6187	34.1250	0.3188	2.5828	104.0000	0.3180	332.0000	0.2210	326.0000	1475.0000
620	0.3468	0.3667	0.1820	0.8589	0.0274	0.6646	33.2500	0.2600	2.7800	102.0000	0.2914	352.0000	0.2373	350.0000	1475.0000
621	0.3908	0.3634	0.1785	0.8509	0.0288	0.6347	33.7500	0.3088	2.6667	119.0000	0.3182	383.0000	0.2197	324.0000	1475.0000
622	0.4342	0.3821	0.1981	0.8549	0.0297	0.6977	34.0000	0.2336	2.7763	104.0000	0.2674	397.0000	0.2576	380.0000	1475.0000
623	0.3458	0.3738	0.1886	0.8556	0.0276	0.6408	34.2500	0.2931	2.7374	107.0000	0.3048	360.0000	0.2427	358.0000	1475.0000
624	0.3184	0.3661	0.1626	0.8886	0.0248	0.6524	34.0000	0.2890	2.5535	96.0000	0.2936	336.0000	0.2217	327.0000	1475.0000
625	0.3638	0.3639	0.1837	0.8664	0.0276	0.6498	33.8750	0.2846	2.7003	100.0000	0.2890	354.0000	0.2285	337.0000	1475.0000
626	0.3075	0.3639	0.1533	0.8740	0.0210	0.6099	34.3750	0.3381	2.6052	99.0000	0.3278	307.0000	0.2095	309.0000	1475.0000
627	0.4088	0.3694	0.1744	0.8614	0.0308	0.6615	34.1250	0.2693	2.7848	106.0000	0.2819	378.0000	0.2142	316.0000	1475.0000
628	0.3385	0.3617	0.1787	0.8777	0.0240	0.6782	34.1250	0.2576	2.5234	104.0000	0.2946	364.0000	0.2319	342.0000	1475.0000
629	0.3655	0.3628	0.1668	0.8788	0.0284	0.6327	33.8750	0.3243	2.7431	97.0000	0.3050	322.0000	0.2217	327.0000	1475.0000
630	0.4044	0.3799	0.1793	0.8479	0.0278	0.6687	33.6250	0.2655	2.6476	110.0000	0.3005	372.0000	0.2366	349.0000	1475.0000
631	0.3717	0.3650	0.1819	0.8655	0.0263	0.6182	34.5000	0.3183	2.5576	115.0000	0.3159	372.0000	0.2529	373.0000	1475.0000
632	0.3726	0.3623	0.1666	0.8540	0.0260	0.6702	33.7500	0.2829	2.7718	95.0000	0.2853	340.0000	0.2258	333.0000	1475.0000
633	0.3358	0.3667	0.1740	0.8468	0.0246	0.6089	34.7500	0.3126	2.7477	112.0000	0.3237	349.0000	0.2231	329.0000	1475.0000
634	0.3635	0.3722	0.1795	0.8783	0.0319	0.6597	34.6250	0.2991	2.5467	113.0000	0.2982	388.0000	0.2393	353.0000	1475.0000
635	0.3291	0.3579	0.1568	0.8802	0.0276	0.5976	34.2500	0.3455	2.4940	103.0000	0.3029	348.0000	0.2264	334.0000	1475.0000
636	0.3480	0.3650	0.1674	0.8510	0.0242	0.6055	33.2500	0.3017	2.6374	110.0000	0.3284	341.0000	0.2319	342.0000	1475.0000
637	0.3812	0.3568	0.1646	0.8776	0.0262	0.6615	34.2500	0.2857	2.5183	89.0000	0.2764	332.0000	0.2224	328.0000	1475.0000
638	0.3227	0.3628	0.1552	0.8810	0.0240	0.5901	34.2500	0.3451	2.7294	105.0000	0.3387	315.0000	0.2054	303.0000	1475.0000
639	0.3518	0.3749	0.1830	0.8666	0.0284	0.6584	34.8750	0.2738	2.5270	107.0000	0.2838	383.0000	0.2637	389.0000	1475.0000
640	0.3558	0.3639	0.1796	0.8701	0.0295	0.6531	34.3750	0.2885	2.4933	100.0000	0.2793	367.0000	0.2515	371.0000	1475.0000
641	0.3640	0.3716	0.1664	0.8721	0.0274	0.6118	34.5000	0.3078	2.7382	102.0000	0.3045	340.0000	0.2305	340.0000	1475.0000
642	0.3449	0.3623	0.1634	0.8748	0.0264	0.6418	33.6250	0.2888	2.8199	108.0000	0.3303	334.0000	0.2108	311.0000	1475.0000
643	0.3862	0.3601	0.1679	0.8740	0.0269	0.6873	33.8750	0.2610	2.5166	93.0000	0.2719	346.0000	0.2244	331.0000	1475.0000
644	0.3731	0.3634	0.1742	0.8572	0.0288	0.6601	33.3750	0.2706	2.6140	106.0000	0.2912	373.0000	0.2319	342.0000	1475.0000
645	0.3836	0.3617	0.1623	0.8637	0.0266	0.6122	34.0000	0.3167	2.5424	108.0000	0.3121	348.0000	0.2400	354.0000	1475.0000
646	0.3562	0.3661	0.1620	0.8486	0.0268	0.6329	34.0000	0.2828	2.6677	106.0000	0.3109	346.0000	0.2122	313.0000	1475.0000
647	0.3789	0.3595	0.1673	0.8775	0.0259	0.6537	33.7500	0.2856	2.6761	104.0000	0.3023	349.0000	0.2156	318.0000	1475.0000
648	0.3445	0.3634	0.1654	0.8746	0.0274	0.6484	33.5000	0.2761	2.5579	102.0000	0.2906	361.0000	0.2224	328.0000	1475.0000
649	0.3462	0.3738	0.1783	0.8669	0.0320	0.6080	33.8750	0.3452	2.6696	109.0000	0.3132	352.0000	0.2298	339.0000	1475.0000
650	0.2935	0.3672	0.1661	0.8587	0.0245	0.6327	33.7500	0.2994	2.5565	111.0000	0.3153	361.0000	0.2278	336.0000	1475.0000
651	0.3971	0.3689	0.1797	0.8522	0.0291	0.6436	34.2500	0.2990	2.7580	105.0000	0.3035	353.0000	0.2325	343.0000	1475.0000
652	0.3123	0.3601	0.1524	0.8732	0.0245	0.6246	33.6250	0.3190	2.7273	97.0000	0.3201	309.0000	0.2088	308.0000	1475.0000
653	0.3362	0.3689	0.1800	0.8537	0.0282	0.5872	34.2500	0.3250	2.7778	123.0000	0.3514	359.0000	0.2319	342.0000	1475.0000
654	0.3340	0.3628	0.1543	0.8856	0.0219	0.6282	34.8750	0.3076	2.6454	103.0000	0.3169	330.0000	0.2122	313.0000	1475.0000
655	0.3221	0.3639	0.1536	0.8566	0.0219	0.5764	34.2500	0.3721	2.6756	110.0000	0.3548	316.0000	0.2278	336.0000	1475.0000
656	0.4416	0.3892	0.1872	0.8808	0.0315	0.7105	34.1250	0.2383	2.8434	91.0000	0.2563	361.0000	0.2468	364.0000	1475.0000
657	0.3707	0.3766	0.1779	0.8559	0.0287	0.6438	34.2500	0.2943	2.6535	106.0000	0.2969	366.0000	0.2407	355.0000	1475.0000
658	0.3942	0.3573	0.1627	0.8676	0.0261	0.6265	34.1250	0.3148	2.4956	100.0000	0.3012	340.0000	0.2312	341.0000	1475.0000
659	0.3567	0.3634	0.1773	0.8693	0.0292	0.6093	34.6250	0.3291	2.6063	108.0000	0.3167	349.0000	0.2359	348.0000	1475.0000
660	0.3873	0.3656	0.1638	0.8691	0.0269	0.6579	33.6250	0.2843	2.6429	99.0000	0.2878	350.0000	0.2183	322.0000	1475.0000
661	0.4043	0.3634	0.1785	0.8693	0.0251	0.6417	34.0000	0.2693	2.8012	101.0000	0.3127	328.0000	0.2319	342.0000	1475.0000
662	0.3488	0.3656	0.1644	0.8697	0.0265	0.5844	35.0000	0.3571	2.6198	109.0000	0.3263	342.0000	0.2264	334.0000	1475.0000
663	0.3215	0.3617	0.1792	0.8851	0.0274	0.6397	34.3750	0.2979	2.5363	107.0000	0.3014	366.0000	0.2427	358.0000	1475.0000
664	0.3725	0.3546	0.1643	0.8734	0.0276	0.6429	34.1250	0.2759	2.6124	102.0000	0.3054	336.0000	0.2081	307.0000	1475.0000
665	0.3575	0.3705	0.1747	0.8732	0.0256	0.6177	34.6250	0.3104	2.5203	116.0000	0.3353	357.0000	0.2502	369.0000	1475.0000
666	0.3893	0.3628	0.1805	0.8687	0.0288	0.6624	33.7500	0.2660	2.5894	101.0000	0.2979	347.0000	0.2427	358.0000	1475.0000
667	0.3834	0.3700	0.1744	0.8589	0.0303	0.6384	34.0000	0.2876	2.6904	103.0000	0.3038	347.0000	0.2190	323.0000	1475.0000
668	0.3953	0.3656	0.1753	0.8607	0.0276	0.6622	33.7500	0.2654	2.7022	104.0000	0.3041	346.0000	0.2163	319.0000	1475.0000
669	0.3352	0.3738	0.1856	0.8667	0.0282	0.6301	34.5000	0.3222	2.6785	110.0000	0.2997	376.0000	0.2298	339.0000	1475.0000
670	0.3570	0.3705	0.1880	0.8652	0.0293	0.6309	34.1250	0.2834	2.5730	108.0000	0.2880	385.0000	0.2508	370.0000	1475.0000
671	0.3699	0.3744	0.1724	0.8515	0.0277	0.6409	33.7500	0.2987	2.7857	107.0000	0.3138	345.0000	0.2088	308.0000	1475.0000
672	0.4120	0.3744	0.1663	0.8705	0.0291	0.6460	34.5000	0.2859	2.6350	104.0000	0.2997	353.0000	0.2285	337.0000	1475.0000
673	0.3537	0.3656	0.1697	0.8577	0.0272	0.6431	34.3750	0.2842	2.6387	98.0000	0.2891	343.0000	0.2346	346.0000	1475.0000
674	0.3525	0.3700	0.1795	0.8416	0.0281	0.6246	34.0000	0.3222	2.6271	117.0000	0.3296	363.0000	0.2400	354.0000	1475.0000
675	0.3377	0.3623	0.1603	0.8964	0.0238	0.6465	34.1250	0.3197	2.5744	96.0000	0.3117	317.0000	0.2278	336.0000	1475.0000
676	0.3710	0.3727	0.1845	0.8808	0.0292	0.6155	34.3750	0.3076	2.6800	118.0000	0.3278	366.0000	0.2373	350.0000	1475.0000
677	0.3677	0.3661	0.1801	0.8703	0.0265	0.6241	33.8750	0.2869	2.6111	115.0000	0.3108	372.0000	0.2441	360.0000	1475.0000
678	0.3180	0.3711	0.1752	0.8779	0.0270	0.6222	33.8750	0.3168	2.6562	113.0000	0.3165	360.0000	0.2366	349.0000	1475.0000
679	0.3644	0.3700	0.1625	0.8509	0.0236	0.6415	34.6250	0.3054	2.6718	109.0000	0.3344	335.0000	0.2190	323.0000	1475.0000
680	0.3703	0.3590	0.1573	0.8602	0.0252	0.6201	33.6250	0.3142	2.5738	105.0000	0.3191	335.0000	0.2068	305.0000	1475.0000
681	0.3683	0.3749	0.1734	0.8685	0.0280	0.6313	34.1250	0.2919	2.7199	110.0000	0.3179	350.0000	0.2251	332.0000	1475.0000
682	0.3700	0.3634	0.1551	0.8758	0.0235	0.6069	34.2500	0.3446	2.5408	103.0000	0.3229	327.0000	0.1993	294.0000	1475.0000
683	0.3793	0.3628	0.1574	0.8639	0.0266	0.6240	34.2500	0.2959	2.5541	97.0000	0.2985	334.0000	0.2068	305.0000	1475.0000
684	0.3936	0.3650	0.1767	0.8556	0.0269	0.6513	33.5000	0.2803	2.6086	112.0000	0.3128	366.0000	0.2217	327.0000	1475.0000
685	0.3558	0.3628	0.1625	0.8732	0.0252	0.6787	34.2500	0.2834	2.7383	98.0000	0.2865	348.0000	0.2176	321.0000	1475.0000
686	0.3935	0.3766	0.1626	0.8555	0.0235	0.6286	34.2500	0.3055	2.8062	109.0000	0.3333	334.0000	0.2203	325.0000	1475.0000
687	0.3469	0.3634	0.1669	0.8658	0.0270	0.5766	33.7500	0.3505	2.4911	110.0000	0.3198	350.0000	0.2292	338.0000	1475.0000
688	0.3413	0.3727	0.1667	0.8714	0.0279	0.6229	34.0000	0.3245	2.6657	103.0000	0.3038	346.0000	0.2271	335.0000	1475.0000
689	0.3638	0.3628	0.1852	0.8707	0.0299	0.6593	34.2500	0.2774	2.7172	98.0000	0.2882	346.0000	0.2325	343.0000	1475.0000
690	0.3537	0.3760	0.1827	0.8723	0.0299	0.6251	35.1250	0.3122	2.8006	110.0000	0.3216	347.0000	0.2278	336.0000	1475.0000
691	0.3771	0.3727	0.1728	0.8800	0.0270	0.6604	33.3750	0.2683	3.0588	108.0000	0.3396	324.0000	0.1959	289.0000	1475.0000
692	0.3599	0.3634	0.1787	0.8508	0.0256	0.6454	34.2500	0.2971	2.6568	108.0000	0.3017	367.0000	0.2292	338.0000	1475.0000
693	0.3621	0.3711	0.1599	0.8795	0.0281	0.6095	34.1250	0.3348	2.6192	110.0000	0.3254	346.0000	0.2047	302.0000	1475.0000
694	0.3726	0.3733	0.1807	0.8565	0.0293	0.6662	34.7500	0.2847	2.6686	101.0000	0.2894	355.0000	0.2292	338.0000	1475.0000
695	0.3753	0.3656	0.1866	0.8651	0.0270	0.6560	34.2500	0.2851	2.5014	114.0000	0.3081	378.0000	0.2420	357.0000	1475.0000
696	0.3884	0.3661	0.1684	0.8725	0.0255	0.6583	33.8750	0.2975	2.7391	99.0000	0.2938	346.0000	0.2183	322.0000	1475.0000
697	0.3439	0.3766	0.1894	0.8537	0.0310	0.6590	34.1250	0.2796	2.6380	109.0000	0.2861	392.0000	0.2603	384.0000	1475.0000
698	0.3919	0.3639	0.1708	0.8395	0.0267	0.6788	34.5000	0.2610	2.5507	95.0000	0.2786	350.0000	0.2475	365.0000	1475.0000
699	0.4110	0.3694	0.1730	0.8565	0.0260	0.6529	34.1250	0.2687	2.6969	108.0000	0.3224	340.0000	0.2169	320.0000	1475.0000
700	0.3072	0.3645	0.1797	0.8739	0.0270	0.6338	34.0000	0.3063	2.6832	111.0000	0.3136	361.0000	0.2183	322.0000	1475.0000
701	0.3483	0.3639	0.1722	0.8500	0.0285	0.6318	34.1250	0.2884	2.6879	102.0000	0.2939	357.0000	0.2346	346.0000	1475.0000
702	0.3061	0.3788	0.1604	0.8417	0.0238	0.5940	34.6250	0.3175	2.8553	120.0000	0.3727	327.0000	0.2108	311.0000	1475.0000
703	0.3618	0.3683	0.1761	0.8529	0.0299	0.6050	34.2500	0.3257	2.5166	119.0000	0.3216	374.0000	0.2244	331.0000	1475.0000
704	0.3437	0.3623	0.1616	0.8492	0.0289	0.6023	34.6250	0.3436	2.7301	106.0000	0.3344	322.0000	0.2210	326.0000	1475.0000
705	0.3720	0.3689	0.1815	0.8482	0.0287	0.6612	33.8750	0.2670	2.6556	106.0000	0.2888	374.0000	0.2441	360.0000	1475.0000
706	0.3939	0.3689	0.1696	0.8659	0.0275	0.6231	34.3750	0.3058	2.7201	103.0000	0.2977	351.0000	0.2156	318.0000	1475.0000
707	0.2782	0.3540	0.1652	0.8613	0.0240	0.5528	34.3750	0.3751	2.3465	119.0000	0.3324	366.0000	0.2407	355.0000	1475.0000
708	0.3286	0.3689	0.1590	0.8749	0.0272	0.6281	34.0000	0.3230	2.5770	99.0000	0.2878	346.0000	0.2244	331.0000	1475.0000
709	0.3687	0.3700	0.1827	0.8437	0.0262	0.6476	34.3750	0.2948	2.7224	115.0000	0.3230	363.0000	0.2393	353.0000	1475.0000
710	0.3350	0.3661	0.1692	0.8441	0.0275	0.5912	34.6250	0.3518	2.6047	110.0000	0.3207	345.0000	0.2298	339.0000	1475.0000
711	0.3624	0.3634	0.1694	0.8881	0.0274	0.6054	34.5000	0.3321	2.7129	105.0000	0.3302	326.0000	0.2102	310.0000	1475.0000
712	0.3545	0.3738	0.1911	0.8484	0.0322	0.6234	34.0000	0.3129	2.9364	112.0000	0.3052	374.0000	0.2237	330.0000	1475.0000
