accuracy	proportion	density	fuzziness	coverage	purity	sounds	missing	csetsize	clusters	props	patterns	predicted	predictable	removed
179	0.3672	0.3645	0.1665	0.8464	0.0281	0.6682	34.8750	0.2705	2.8344	99.0000	0.2946	342.0000	0.2088	308.0000	1475.0000
180	0.4319	0.3617	0.1778	0.8432	0.0283	0.6582	33.8750	0.2575	2.7910	101.0000	0.3051	338.0000	0.2108	311.0000	1475.0000
181	0.3703	0.3711	0.1719	0.8662	0.0258	0.6111	35.2500	0.3347	2.7003	108.0000	0.3214	340.0000	0.2149	317.0000	1475.0000
182	0.3566	0.3639	0.1639	0.8412	0.0250	0.6246	34.0000	0.3114	2.5818	109.0000	0.3097	361.0000	0.2156	318.0000	1475.0000
183	0.3455	0.3634	0.1736	0.8636	0.0253	0.6525	34.0000	0.2729	2.5983	106.0000	0.3011	361.0000	0.2447	361.0000	1475.0000
184	0.3493	0.3667	0.1836	0.8610	0.0258	0.6233	34.3750	0.3255	2.6284	115.0000	0.3142	369.0000	0.2244	331.0000	1475.0000
185	0.3690	0.3755	0.1728	0.8523	0.0257	0.6604	34.6250	0.2756	2.7384	100.0000	0.2959	350.0000	0.2332	344.0000	1475.0000
186	0.3815	0.3689	0.1691	0.8745	0.0267	0.6748	33.5000	0.2607	2.7134	95.0000	0.2770	352.0000	0.2224	328.0000	1475.0000
187	0.3809	0.3661	0.1866	0.8655	0.0301	0.6372	34.2500	0.2975	2.7462	108.0000	0.3077	358.0000	0.2244	331.0000	1475.0000
188	0.4369	0.3661	0.1728	0.8592	0.0277	0.6067	34.2500	0.3125	2.6385	118.0000	0.3362	362.0000	0.2325	343.0000	1475.0000
189	0.4070	0.3617	0.1630	0.8762	0.0291	0.6119	33.2500	0.3079	2.7259	109.0000	0.3293	338.0000	0.2176	321.0000	1475.0000
190	0.3742	0.3744	0.1891	0.8558	0.0322	0.6390	34.5000	0.2841	2.6291	107.0000	0.3014	362.0000	0.2468	364.0000	1475.0000
191	0.3140	0.3557	0.1748	0.8555	0.0271	0.6017	33.6250	0.3365	2.5770	111.0000	0.3255	351.0000	0.2244	331.0000	1475.0000
192	0.3866	0.3705	0.1607	0.8676	0.0253	0.6331	33.6250	0.3158	2.5879	104.0000	0.3077	343.0000	0.2122	313.0000	1475.0000
193	0.3737	0.3711	0.1902	0.8738	0.0275	0.6246	34.1250	0.2882	2.6811	114.0000	0.3149	370.0000	0.2508	370.0000	1475.0000
194	0.3588	0.3634	0.1702	0.8585	0.0277	0.6029	33.5000	0.3296	2.6443	114.0000	0.3314	348.0000	0.2325	343.0000	1475.0000
195	0.4049	0.3700	0.1749	0.8553	0.0314	0.6471	33.8750	0.2862	2.7243	111.0000	0.3075	364.0000	0.2508	370.0000	1475.0000
196	0.3886	0.3777	0.1836	0.8758	0.0319	0.6384	34.1250	0.2951	2.8058	102.0000	0.2939	352.0000	0.2339	345.0000	1475.0000
197	0.3593	0.3705	0.1789	0.8755	0.0255	0.6570	34.1250	0.3114	2.7415	110.0000	0.3198	352.0000	0.2203	325.0000	1475.0000
198	0.3556	0.3601	0.1634	0.8421	0.0257	0.6370	33.8750	0.2890	2.6243	103.0000	0.3056	341.0000	0.2292	338.0000	1475.0000
199	0.3518	0.3738	0.1788	0.8605	0.0303	0.6398	34.0000	0.2857	2.6364	105.0000	0.2909	367.0000	0.2386	352.0000	1475.0000
200	0.3296	0.3661	0.1730	0.8530	0.0269	0.6161	34.5000	0.3242	2.5953	108.0000	0.3042	362.0000	0.2312	341.0000	1475.0000
201	0.3524	0.3700	0.1695	0.8534	0.0262	0.6475	34.3750	0.2991	2.7593	114.0000	0.3363	345.0000	0.2197	324.0000	1475.0000
202	0.3244	0.3623	0.1635	0.8828	0.0268	0.6192	34.3750	0.3303	2.6405	104.0000	0.3312	321.0000	0.2244	331.0000	1475.0000
203	0.3975	0.3826	0.1957	0.8492	0.0291	0.6711	34.8750	0.2525	2.7278	116.0000	0.2900	407.0000	0.2515	371.0000	1475.0000
204	0.3795	0.3601	0.1631	0.8791	0.0233	0.6542	34.2500	0.2986	2.6349	93.0000	0.3100	307.0000	0.2061	304.0000	1475.0000
205	0.3098	0.3524	0.1436	0.8880	0.0234	0.6309	33.3750	0.3187	2.5813	97.0000	0.3139	316.0000	0.1959	289.0000	1475.0000
206	0.3130	0.3612	0.1605	0.8594	0.0250	0.6140	33.8750	0.3286	2.6377	104.0000	0.3095	341.0000	0.2264	334.0000	1475.0000
207	0.3776	0.3650	0.1653	0.8565	0.0258	0.6232	34.0000	0.2906	2.8445	107.0000	0.3485	310.0000	0.1919	283.0000	1475.0000
208	0.3495	0.3689	0.1749	0.8575	0.0257	0.6578	34.2500	0.2926	2.6192	105.0000	0.3043	354.0000	0.2332	344.0000	1475.0000
209	0.4032	0.3683	0.1886	0.8688	0.0298	0.6372	34.7500	0.2946	2.6897	110.0000	0.2933	382.0000	0.2359	348.0000	1475.0000
210	0.3831	0.3733	0.1795	0.8564	0.0289	0.6580	34.1250	0.2823	2.6034	115.0000	0.2972	397.0000	0.2427	358.0000	1475.0000
211	0.3666	0.3612	0.1702	0.8758	0.0259	0.6218	34.7500	0.3106	2.7238	102.0000	0.3110	337.0000	0.2136	315.0000	1475.0000
212	0.3866	0.3749	0.1775	0.8928	0.0283	0.6871	34.7500	0.2621	2.6173	101.0000	0.2979	347.0000	0.2515	371.0000	1475.0000
213	0.3956	0.3694	0.1950	0.8636	0.0298	0.6744	34.2500	0.2799	2.5575	116.0000	0.2900	403.0000	0.2359	348.0000	1475.0000
214	0.3420	0.3590	0.1527	0.8646	0.0232	0.6145	34.2500	0.3062	2.7770	102.0000	0.3301	315.0000	0.2007	296.0000	1475.0000
215	0.3694	0.3601	0.1778	0.8638	0.0309	0.6647	33.7500	0.2713	2.6503	96.0000	0.2697	362.0000	0.2346	346.0000	1475.0000
216	0.3877	0.3766	0.1804	0.8385	0.0290	0.6388	34.1250	0.2727	2.5504	113.0000	0.2912	394.0000	0.2488	367.0000	1475.0000
217	0.3296	0.3645	0.1705	0.8844	0.0277	0.6067	34.5000	0.3047	2.8083	103.0000	0.3189	327.0000	0.2122	313.0000	1475.0000
218	0.4008	0.3639	0.1755	0.8717	0.0272	0.6333	34.5000	0.2997	2.6165	107.0000	0.2964	365.0000	0.2298	339.0000	1475.0000
219	0.3310	0.3683	0.1851	0.8570	0.0279	0.6289	34.3750	0.3122	2.6039	112.0000	0.2963	385.0000	0.2447	361.0000	1475.0000
220	0.4210	0.3711	0.1768	0.8412	0.0311	0.6569	34.2500	0.2721	2.7479	103.0000	0.2845	371.0000	0.2420	357.0000	1475.0000
221	0.3850	0.3634	0.1744	0.8737	0.0254	0.6369	34.2500	0.2835	2.6822	104.0000	0.3041	351.0000	0.2325	343.0000	1475.0000
222	0.3536	0.3799	0.1904	0.8565	0.0283	0.6439	34.1250	0.2854	2.7053	115.0000	0.3142	376.0000	0.2576	380.0000	1475.0000
223	0.3527	0.3639	0.1632	0.8695	0.0243	0.5991	34.3750	0.3260	2.6961	105.0000	0.3281	328.0000	0.2075	306.0000	1475.0000
224	0.3958	0.3749	0.1599	0.8763	0.0268	0.6358	34.2500	0.2970	2.7940	110.0000	0.3274	340.0000	0.2041	301.0000	1475.0000
225	0.3814	0.3656	0.1764	0.8675	0.0264	0.6388	34.1250	0.2895	2.5710	113.0000	0.3130	371.0000	0.2339	345.0000	1475.0000
226	0.3621	0.3584	0.1717	0.8830	0.0252	0.6295	34.6250	0.3152	2.7180	103.0000	0.3189	328.0000	0.2068	305.0000	1475.0000
227	0.3762	0.3656	0.1594	0.8851	0.0265	0.6416	34.0000	0.3164	2.8194	89.0000	0.3080	295.0000	0.2102	310.0000	1475.0000
228	0.3120	0.3689	0.1741	0.8654	0.0268	0.6229	35.1250	0.3048	2.5580	111.0000	0.3227	353.0000	0.2454	362.0000	1475.0000
229	0.3406	0.3491	0.1498	0.8850	0.0244	0.5971	33.8750	0.3175	2.5111	98.0000	0.3213	308.0000	0.2136	315.0000	1475.0000
230	0.3638	0.3650	0.1622	0.8907	0.0269	0.6441	33.8750	0.3049	2.6117	98.0000	0.3015	332.0000	0.2095	309.0000	1475.0000
231	0.3694	0.3661	0.1775	0.8544	0.0273	0.6612	33.6250	0.2937	2.5027	103.0000	0.2747	385.0000	0.2522	372.0000	1475.0000
232	0.3438	0.3722	0.1824	0.8583	0.0268	0.6372	34.6250	0.3098	2.7982	104.0000	0.3041	346.0000	0.2319	342.0000	1475.0000
233	0.3446	0.3546	0.1600	0.8457	0.0234	0.6216	34.6250	0.2899	2.5613	109.0000	0.3323	339.0000	0.2102	310.0000	1475.0000
234	0.3797	0.3683	0.1711	0.8701	0.0264	0.6380	34.2500	0.2986	2.7600	106.0000	0.3222	334.0000	0.2373	350.0000	1475.0000
235	0.3733	0.3738	0.1649	0.8771	0.0284	0.6398	33.3750	0.3093	2.6606	97.0000	0.2853	345.0000	0.2217	327.0000	1475.0000
236	0.3275	0.3700	0.1666	0.8481	0.0254	0.6029	34.2500	0.3256	2.7139	114.0000	0.3508	327.0000	0.2298	339.0000	1475.0000
237	0.3503	0.3650	0.1694	0.8676	0.0276	0.6272	34.5000	0.3344	2.5462	105.0000	0.3070	352.0000	0.2346	346.0000	1475.0000
238	0.3691	0.3573	0.1515	0.8815	0.0239	0.6431	33.8750	0.3086	2.7263	101.0000	0.3166	325.0000	0.1858	274.0000	1475.0000
239	0.3294	0.3661	0.1677	0.8697	0.0269	0.6343	33.8750	0.3170	2.8591	109.0000	0.3406	324.0000	0.2020	298.0000	1475.0000
240	0.4129	0.3639	0.1742	0.8730	0.0296	0.6348	34.2500	0.2759	2.6313	112.0000	0.3043	376.0000	0.2169	320.0000	1475.0000
241	0.3353	0.3645	0.1733	0.8652	0.0271	0.6081	34.8750	0.3191	2.6168	113.0000	0.3285	348.0000	0.2264	334.0000	1475.0000
242	0.3325	0.3606	0.1636	0.8867	0.0265	0.6116	34.1250	0.3407	2.7196	107.0000	0.3302	327.0000	0.2007	296.0000	1475.0000
243	0.3852	0.3694	0.1681	0.8610	0.0268	0.6554	33.8750	0.2730	2.7267	99.0000	0.2938	342.0000	0.2183	322.0000	1475.0000
244	0.3946	0.3832	0.1813	0.8644	0.0311	0.6525	34.5000	0.2667	2.7895	110.0000	0.2957	380.0000	0.2447	361.0000	1475.0000
245	0.3650	0.3623	0.1557	0.8767	0.0265	0.6180	33.7500	0.3196	2.6491	97.0000	0.3109	317.0000	0.2183	322.0000	1475.0000
246	0.2781	0.3540	0.1559	0.8689	0.0252	0.5898	34.2500	0.3546	2.4136	109.0000	0.3396	328.0000	0.2197	324.0000	1475.0000
247	0.3498	0.3672	0.1662	0.8679	0.0269	0.6860	33.7500	0.2641	2.5897	102.0000	0.2865	368.0000	0.2231	329.0000	1475.0000
248	0.3432	0.3700	0.1667	0.8623	0.0271	0.6057	34.3750	0.3433	2.6576	106.0000	0.3282	331.0000	0.2237	330.0000	1475.0000
249	0.3775	0.3562	0.1617	0.8760	0.0291	0.6383	33.7500	0.3069	2.5491	95.0000	0.2905	333.0000	0.2210	326.0000	1475.0000
250	0.3840	0.3612	0.1855	0.8529	0.0282	0.6724	33.8750	0.2651	2.5332	109.0000	0.2978	376.0000	0.2556	377.0000	1475.0000
251	0.3299	0.3716	0.1601	0.8424	0.0246	0.6127	34.3750	0.3019	2.7029	111.0000	0.3265	347.0000	0.2122	313.0000	1475.0000
252	0.3362	0.3634	0.1561	0.8443	0.0271	0.5993	33.8750	0.3263	2.5891	107.0000	0.3375	323.0000	0.2244	331.0000	1475.0000
253	0.3703	0.3667	0.1783	0.8694	0.0253	0.6312	35.0000	0.3163	2.5899	119.0000	0.3324	365.0000	0.2414	356.0000	1475.0000
254	0.3564	0.3645	0.1685	0.8749	0.0251	0.6524	33.8750	0.2986	2.6789	102.0000	0.3119	335.0000	0.2407	355.0000	1475.0000
255	0.4057	0.3683	0.1621	0.8587	0.0282	0.6604	34.0000	0.2689	2.5102	100.0000	0.2809	362.0000	0.2325	343.0000	1475.0000
256	0.3629	0.3590	0.1588	0.8820	0.0250	0.6562	34.2500	0.2793	2.4760	97.0000	0.2853	350.0000	0.2122	313.0000	1475.0000
257	0.3583	0.3595	0.1687	0.8587	0.0262	0.6482	34.0000	0.2887	2.5894	97.0000	0.2896	343.0000	0.2312	341.0000	1475.0000
258	0.3500	0.3705	0.1669	0.8590	0.0257	0.6365	33.7500	0.2933	2.6253	109.0000	0.3114	357.0000	0.2515	371.0000	1475.0000
259	0.3752	0.3744	0.1758	0.8604	0.0275	0.6373	34.0000	0.3115	2.7680	109.0000	0.3273	336.0000	0.2163	319.0000	1475.0000
260	0.3636	0.3711	0.1720	0.8651	0.0272	0.6476	33.8750	0.2879	2.7015	110.0000	0.3226	344.0000	0.2203	325.0000	1475.0000
261	0.3543	0.3689	0.1581	0.8716	0.0251	0.5906	34.7500	0.3281	2.6616	108.0000	0.3263	339.0000	0.2224	328.0000	1475.0000
262	0.3461	0.3738	0.1829	0.8392	0.0276	0.6381	34.2500	0.2876	2.6085	113.0000	0.3071	377.0000	0.2563	378.0000	1475.0000
263	0.3871	0.3650	0.1710	0.8694	0.0265	0.6472	33.6250	0.2918	2.6189	105.0000	0.3201	336.0000	0.2081	307.0000	1475.0000
264	0.3673	0.3749	0.2027	0.8598	0.0297	0.6562	34.3750	0.2702	2.6802	114.0000	0.2916	398.0000	0.2671	394.0000	1475.0000
265	0.3963	0.3606	0.1825	0.8466	0.0294	0.6241	34.1250	0.2884	2.6905	112.0000	0.3237	352.0000	0.2278	336.0000	1475.0000
266	0.3527	0.3700	0.1674	0.8935	0.0241	0.6209	34.2500	0.3393	2.5868	98.0000	0.3043	329.0000	0.2264	334.0000	1475.0000
267	0.4108	0.3661	0.1597	0.8719	0.0259	0.6699	34.2500	0.2614	2.6863	94.0000	0.2994	317.0000	0.2075	306.0000	1475.0000
268	0.4147	0.3650	0.1570	0.8781	0.0268	0.6344	33.8750	0.2759	2.7410	106.0000	0.3252	329.0000	0.2068	305.0000	1475.0000
269	0.3676	0.3683	0.1695	0.8528	0.0262	0.6110	34.0000	0.3326	2.6074	111.0000	0.3236	352.0000	0.2556	377.0000	1475.0000
270	0.4305	0.3672	0.1776	0.8627	0.0291	0.6811	33.7500	0.2514	2.8806	99.0000	0.2929	342.0000	0.2271	335.0000	1475.0000
271	0.3653	0.3590	0.1826	0.8638	0.0272	0.6118	34.3750	0.3107	2.5297	112.0000	0.3077	373.0000	0.2393	353.0000	1475.0000
272	0.3481	0.3727	0.1713	0.8623	0.0280	0.6286	34.3750	0.3316	2.8428	113.0000	0.3314	344.0000	0.2156	318.0000	1475.0000
273	0.3527	0.3623	0.1736	0.8656	0.0257	0.6244	34.6250	0.3179	2.5359	107.0000	0.3023	361.0000	0.2454	362.0000	1475.0000
274	0.3893	0.3628	0.1780	0.8917	0.0270	0.6838	33.7500	0.2708	2.6559	99.0000	0.2929	340.0000	0.2305	340.0000	1475.0000
275	0.3208	0.3634	0.1594	0.8813	0.0242	0.6345	34.3750	0.3166	2.6949	109.0000	0.3293	336.0000	0.2244	331.0000	1475.0000
276	0.3758	0.3722	0.1775	0.8736	0.0279	0.6485	34.2500	0.2855	2.7821	106.0000	0.3003	359.0000	0.2271	335.0000	1475.0000
277	0.3563	0.3639	0.1711	0.8880	0.0235	0.6766	33.7500	0.2713	2.5994	103.0000	0.2968	354.0000	0.2217	327.0000	1475.0000
278	0.4133	0.3634	0.1678	0.8954	0.0284	0.6668	34.2500	0.2723	2.7174	100.0000	0.2950	344.0000	0.2183	322.0000	1475.0000
279	0.3787	0.3650	0.1449	0.8693	0.0256	0.6421	33.6250	0.2984	2.6477	103.0000	0.3229	327.0000	0.1790	264.0000	1475.0000
280	0.3726	0.3711	0.1817	0.8677	0.0288	0.6611	34.2500	0.2637	2.5927	103.0000	0.2853	366.0000	0.2414	356.0000	1475.0000
281	0.3568	0.3518	0.1633	0.8655	0.0257	0.6244	34.0000	0.3187	2.5519	105.0000	0.3251	329.0000	0.2088	308.0000	1475.0000
282	0.3053	0.3535	0.1625	0.8636	0.0247	0.6001	34.3750	0.3388	2.4985	109.0000	0.3273	339.0000	0.2231	329.0000	1475.0000
283	0.3746	0.3656	0.1764	0.8383	0.0304	0.6205	33.7500	0.3028	2.6479	114.0000	0.3123	370.0000	0.2292	338.0000	1475.0000
284	0.3556	0.3661	0.1863	0.8601	0.0282	0.6434	34.1250	0.2963	2.6923	101.0000	0.2945	350.0000	0.2292	338.0000	1475.0000
285	0.3713	0.3689	0.1637	0.8758	0.0281	0.6620	33.7500	0.2897	2.5552	101.0000	0.2911	356.0000	0.2271	335.0000	1475.0000
286	0.3232	0.3650	0.1658	0.8737	0.0248	0.5857	34.6250	0.3268	2.6550	111.0000	0.3353	337.0000	0.2122	313.0000	1475.0000
287	0.3722	0.3656	0.1903	0.8620	0.0314	0.6394	34.5000	0.2730	2.6864	111.0000	0.3041	374.0000	0.2400	354.0000	1475.0000
288	0.3720	0.3573	0.1612	0.8674	0.0275	0.6180	34.3750	0.3165	2.5697	105.0000	0.3000	358.0000	0.2190	323.0000	1475.0000
289	0.3635	0.3744	0.1717	0.8494	0.0264	0.6344	34.3750	0.2957	2.5707	108.0000	0.3103	351.0000	0.2495	368.0000	1475.0000
290	0.3793	0.3628	0.1561	0.8759	0.0272	0.6373	34.1250	0.2811	2.7591	108.0000	0.3140	353.0000	0.2054	303.0000	1475.0000
291	0.3404	0.3694	0.1637	0.8650	0.0247	0.6421	34.3750	0.3012	2.5522	100.0000	0.2933	350.0000	0.2271	335.0000	1475.0000
292	0.3459	0.3650	0.1569	0.8560	0.0270	0.6101	34.3750	0.3489	2.6724	107.0000	0.3419	316.0000	0.1966	290.0000	1475.0000
293	0.3512	0.3540	0.1676	0.8621	0.0291	0.6434	33.6250	0.2800	2.6349	103.0000	0.2951	357.0000	0.2061	304.0000	1475.0000
294	0.3643	0.3628	0.1657	0.8821	0.0278	0.6256	34.2500	0.3086	2.6593	104.0000	0.3180	334.0000	0.2149	317.0000	1475.0000
295	0.2982	0.3634	0.1500	0.8905	0.0233	0.5853	34.1250	0.3928	2.6407	102.0000	0.3366	307.0000	0.2000	295.0000	1475.0000
296	0.3281	0.3617	0.1590	0.8667	0.0253	0.6274	33.6250	0.2915	2.7229	96.0000	0.3009	325.0000	0.2129	314.0000	1475.0000
297	0.3621	0.3672	0.1527	0.8480	0.0251	0.6292	34.5000	0.2967	2.7905	101.0000	0.3127	329.0000	0.2136	315.0000	1475.0000
298	0.3645	0.3601	0.1694	0.8668	0.0284	0.6345	34.0000	0.2918	2.6413	103.0000	0.3038	347.0000	0.2231	329.0000	1475.0000
299	0.3051	0.3656	0.1763	0.8708	0.0257	0.6144	34.2500	0.3250	2.6897	111.0000	0.3236	346.0000	0.2359	348.0000	1475.0000
300	0.3792	0.3634	0.1812	0.8740	0.0300	0.6098	34.6250	0.3112	2.6207	110.0000	0.2973	378.0000	0.2359	348.0000	1475.0000
301	0.3547	0.3628	0.1572	0.8579	0.0229	0.5940	34.2500	0.3388	2.6317	101.0000	0.3248	317.0000	0.2136	315.0000	1475.0000
302	0.3624	0.3667	0.1702	0.8793	0.0279	0.6299	34.8750	0.3053	2.6758	105.0000	0.3163	338.0000	0.2217	327.0000	1475.0000
303	0.3270	0.3623	0.1685	0.8772	0.0264	0.6180	35.0000	0.3262	2.6012	107.0000	0.3242	335.0000	0.2176	321.0000	1475.0000
304	0.3535	0.3678	0.1690	0.8624	0.0225	0.5440	33.8750	0.3614	2.8102	118.0000	0.3598	333.0000	0.2000	295.0000	1475.0000
305	0.3390	0.3760	0.1855	0.8763	0.0279	0.6218	34.1250	0.3128	2.7923	109.0000	0.3097	360.0000	0.2285	337.0000	1475.0000
306	0.3723	0.3700	0.1708	0.8561	0.0295	0.6191	34.3750	0.3106	2.6162	107.0000	0.2932	368.0000	0.2420	357.0000	1475.0000
307	0.3646	0.3612	0.1698	0.8608	0.0264	0.6060	34.2500	0.3310	2.6635	102.0000	0.3158	328.0000	0.2156	318.0000	1475.0000
308	0.3557	0.3623	0.1817	0.8657	0.0289	0.6576	34.1250	0.2772	2.8803	100.0000	0.2994	339.0000	0.2095	309.0000	1475.0000
309	0.3608	0.3634	0.1707	0.8705	0.0248	0.6484	33.5000	0.2734	2.6435	108.0000	0.3051	356.0000	0.2244	331.0000	1475.0000
310	0.3342	0.3727	0.1623	0.8747	0.0222	0.6209	33.5000	0.3211	2.8775	104.0000	0.3444	306.0000	0.2047	302.0000	1475.0000
311	0.3595	0.3623	0.1860	0.8487	0.0276	0.6703	34.7500	0.2690	2.7147	105.0000	0.2991	355.0000	0.2258	333.0000	1475.0000
312	0.3221	0.3634	0.1599	0.8667	0.0230	0.6642	34.7500	0.2876	2.5948	93.0000	0.2934	325.0000	0.2359	348.0000	1475.0000
313	0.3993	0.3617	0.1578	0.8605	0.0262	0.6391	34.6250	0.2810	2.4794	108.0000	0.3059	362.0000	0.2136	315.0000	1475.0000
314	0.3255	0.3733	0.1699	0.8572	0.0280	0.5590	34.3750	0.3660	2.6972	123.0000	0.3586	348.0000	0.2217	327.0000	1475.0000
315	0.3198	0.3683	0.1649	0.8656	0.0266	0.6125	34.7500	0.3107	2.6181	110.0000	0.3254	344.0000	0.2325	343.0000	1475.0000
316	0.3265	0.3584	0.1695	0.8640	0.0254	0.6077	34.0000	0.3261	2.7184	103.0000	0.3323	317.0000	0.2142	316.0000	1475.0000
317	0.3857	0.3711	0.1715	0.8751	0.0297	0.6331	34.7500	0.3061	2.5740	105.0000	0.2869	370.0000	0.2292	338.0000	1475.0000
318	0.3534	0.3678	0.1801	0.8740	0.0261	0.6304	34.1250	0.3167	2.5948	110.0000	0.3198	352.0000	0.2359	348.0000	1475.0000
319	0.3833	0.3661	0.1828	0.8566	0.0306	0.6670	33.7500	0.2550	2.6230	109.0000	0.2824	395.0000	0.2481	366.0000	1475.0000
320	0.3733	0.3623	0.1621	0.8645	0.0261	0.6473	33.8750	0.3166	2.5302	104.0000	0.3059	344.0000	0.2136	315.0000	1475.0000
321	0.3446	0.3683	0.1670	0.8849	0.0283	0.6111	33.7500	0.3064	2.7475	105.0000	0.3182	334.0000	0.2041	301.0000	1475.0000
322	0.4119	0.3727	0.1852	0.8657	0.0315	0.6713	34.0000	0.2687	2.6383	108.0000	0.2911	380.0000	0.2549	376.0000	1475.0000
323	0.4039	0.3617	0.1643	0.8685	0.0251	0.6701	33.8750	0.2711	2.6287	94.0000	0.2901	328.0000	0.2319	342.0000	1475.0000
324	0.3754	0.3628	0.1775	0.8487	0.0264	0.6159	34.3750	0.2955	2.4835	114.0000	0.3008	384.0000	0.2468	364.0000	1475.0000
325	0.3317	0.3711	0.1699	0.8649	0.0254	0.6308	33.6250	0.2979	2.6802	113.0000	0.3285	349.0000	0.2332	344.0000	1475.0000
326	0.3190	0.3672	0.1738	0.8653	0.0295	0.6057	35.0000	0.3244	2.7242	112.0000	0.3333	341.0000	0.2237	330.0000	1475.0000
327	0.3590	0.3683	0.1852	0.8607	0.0281	0.6358	34.5000	0.3108	2.6506	116.0000	0.3169	368.0000	0.2251	332.0000	1475.0000
328	0.3418	0.3540	0.1529	0.8752	0.0238	0.6202	33.6250	0.3212	2.7077	100.0000	0.3226	312.0000	0.1925	284.0000	1475.0000
329	0.3767	0.3727	0.1768	0.8620	0.0290	0.6662	34.1250	0.2475	2.6348	104.0000	0.2849	372.0000	0.2339	345.0000	1475.0000
330	0.3378	0.3617	0.1636	0.8688	0.0269	0.6058	34.1250	0.3190	2.6613	103.0000	0.2968	354.0000	0.2122	313.0000	1475.0000
331	0.3663	0.3656	0.1752	0.8644	0.0293	0.6468	34.0000	0.3026	2.7768	103.0000	0.3056	342.0000	0.2217	327.0000	1475.0000
332	0.3604	0.3667	0.1805	0.8517	0.0282	0.6572	35.0000	0.2833	2.6704	108.0000	0.3008	366.0000	0.2427	358.0000	1475.0000
333	0.3670	0.3535	0.1450	0.8434	0.0256	0.5850	33.5000	0.3324	2.6516	110.0000	0.3492	320.0000	0.1946	287.0000	1475.0000
334	0.3452	0.3672	0.1800	0.8701	0.0272	0.6150	34.5000	0.3224	2.6301	108.0000	0.3195	342.0000	0.2346	346.0000	1475.0000
335	0.3441	0.3650	0.1822	0.8614	0.0251	0.6106	34.3750	0.3097	2.7278	119.0000	0.3371	361.0000	0.2217	327.0000	1475.0000
336	0.3825	0.3689	0.1762	0.8491	0.0291	0.6239	33.6250	0.3132	2.6553	110.0000	0.3125	362.0000	0.2380	351.0000	1475.0000
337	0.3352	0.3705	0.1693	0.8878	0.0286	0.6204	34.6250	0.3388	2.6141	112.0000	0.3120	365.0000	0.2108	311.0000	1475.0000
338	0.3943	0.3727	0.1697	0.8379	0.0264	0.6175	34.2500	0.3095	2.6804	111.0000	0.3118	366.0000	0.2461	363.0000	1475.0000
339	0.3185	0.3782	0.1712	0.8727	0.0242	0.6101	34.8750	0.3189	2.8185	113.0000	0.3509	329.0000	0.2203	325.0000	1475.0000
340	0.3436	0.3777	0.1794	0.8683	0.0273	0.6156	34.7500	0.3201	2.7054	115.0000	0.3125	375.0000	0.2508	370.0000	1475.0000
341	0.3145	0.3639	0.1768	0.8514	0.0243	0.6176	33.5000	0.3229	2.3472	110.0000	0.3030	372.0000	0.2441	360.0000	1475.0000
342	0.3685	0.3716	0.1908	0.8777	0.0266	0.6424	34.2500	0.2983	2.7597	110.0000	0.3014	369.0000	0.2088	308.0000	1475.0000
343	0.3947	0.3683	0.1851	0.8525	0.0295	0.6784	34.3750	0.2801	2.6197	101.0000	0.2767	372.0000	0.2407	355.0000	1475.0000
344	0.3618	0.3639	0.1481	0.8863	0.0235	0.6628	35.0000	0.2867	2.4369	97.0000	0.2887	340.0000	0.2095	309.0000	1475.0000
345	0.3554	0.3705	0.1798	0.8617	0.0284	0.6587	34.0000	0.2722	2.6892	106.0000	0.2961	364.0000	0.2203	325.0000	1475.0000
346	0.3397	0.3650	0.1595	0.8575	0.0236	0.6186	34.5000	0.3277	2.5836	110.0000	0.3216	344.0000	0.2068	305.0000	1475.0000
347	0.3119	0.3678	0.1554	0.8747	0.0225	0.5825	34.0000	0.3418	2.7695	115.0000	0.3549	328.0000	0.2088	308.0000	1475.0000
348	0.3553	0.3672	0.1830	0.8567	0.0301	0.6472	34.1250	0.2811	2.6419	107.0000	0.2861	377.0000	0.2461	363.0000	1475.0000
349	0.3893	0.3617	0.1822	0.8801	0.0270	0.6664	34.0000	0.2659	2.7563	99.0000	0.3094	325.0000	0.2169	320.0000	1475.0000
350	0.3206	0.3634	0.1735	0.8591	0.0245	0.6283	34.1250	0.3051	2.6686	109.0000	0.3273	338.0000	0.2292	338.0000	1475.0000
351	0.3749	0.3656	0.1639	0.8497	0.0240	0.6106	33.8750	0.2994	2.6489	106.0000	0.3242	333.0000	0.2163	319.0000	1475.0000
352	0.3990	0.3793	0.1759	0.8968	0.0282	0.6825	34.0000	0.2539	2.8129	101.0000	0.2928	352.0000	0.2102	310.0000	1475.0000
353	0.3757	0.3650	0.1864	0.8582	0.0285	0.6586	34.6250	0.2615	2.6000	108.0000	0.2935	378.0000	0.2407	355.0000	1475.0000
354	0.3113	0.3634	0.1589	0.8727	0.0231	0.6160	34.3750	0.3297	2.5414	113.0000	0.3404	337.0000	0.2129	314.0000	1475.0000
355	0.3616	0.3672	0.1806	0.8639	0.0283	0.6351	34.3750	0.3111	2.7262	107.0000	0.3120	346.0000	0.2203	325.0000	1475.0000
356	0.4536	0.3590	0.1597	0.8583	0.0261	0.6794	34.0000	0.2473	2.6604	97.0000	0.2896	344.0000	0.2176	321.0000	1475.0000
